frame,ear,threshold,mov_ear_3,mov_ear_5,mov_ear_7
0,0.29380874464897744,0.0,,,
1,0.2541726224722786,0.0,,,
2,0.2779593746343091,0.0,0.2753135805851884,,
3,0.24069775761649823,0.0,0.2576099182410287,0.26607963684098684,
4,0.2637596848328707,0.0,0.26080560569455935,0.2556958434151496,0.2591682484635024
5,0.24188977751979124,0.0,0.24878240665638673,0.2532392744246521,0.2551650979766243
6,0.24188977751979124,0.0,0.24917974662415107,0.25080473774595646,0.25738539393503496
7,0.26578669124083076,0.0,0.24985541542680437,0.25660812505888747,0.25630513093783025
8,0.26971469418115357,0.0,0.25913038764725843,0.25793569482308853,0.25975236505784016
9,0.2703975336538764,0.0,0.26863297302528677,0.2625234186104438,0.2645071051405109
10,0.2648283964565678,0.0,0.26831354143053243,0.27355403618879875,0.2670316107323227
11,0.2970428654115659,0.0,0.27742293184066985,0.27230896127312737,0.267058189236947
12,0.25956131666247373,0.0,0.2738108595102024,0.266781187847329,0.26539903655572533
13,0.2420758270521618,0.0,0.2662266697087337,0.2635362056110095,0.2631787405973146
14,0.2541726224722786,0.0,0.25193658872897134,0.2614050508141517,0.2604174325222178
15,0.2541726224722786,0.0,0.25014035733223966,0.2522101531574782,0.2658856597829474
16,0.25106837712819796,0.0,0.2531378740242518,0.2609190872813185,0.2614623936549707
17,0.3031059872816755,1.0,0.26944899562738406,0.2657199223740319,0.268952900867553
18,0.26608000251572816,0.0,0.2734181223085341,0.27728437130968614,0.2748461356536303
19,0.3119948671505498,0.0,0.29372695231598467,0.28311554092617097,0.28452208340116464
20,0.28332847055470306,0.0,0.2871344467403271,0.2972827168415352,0.2902905425244625
21,0.3219042567050189,0.0,0.30574253147009056,0.29557188665227285,0.29650246526834334
22,0.2945518363353642,0.0,0.29992818786502856,0.3012662534161999,0.2996966605302599
23,0.2945518363353642,0.0,0.3036693097919156,0.30396035080910816,0.311118647129034
24,0.32546535411509137,1.0,0.3048563422619397,0.31650143843959705,0.3076749063176421
25,0.3460339087071473,0.0,0.3220170330525341,0.30969832339275455,0.3170397663987635
26,0.28788868147080643,0.0,0.319795981431015,0.3205644543501924,0.3179751333992469
27,0.3488824911225526,0.0,0.32760169376683557,0.3273444522248001,0.3219266088921371
28,0.32845182570840203,0.0,0.32174099943392065,0.3266938143589009,0.32208532848663946
29,0.3222121647855952,0.0,0.33318216053885025,0.3166196073168475,0.31550878304987023
30,0.2956628734968801,0.0,0.31544228799695934,0.3149277782342276,0.3030964729548367
31,0.2794295360577074,0.0,0.29910152478006086,0.2969808276180995,0.2989906238935661
32,0.25914773804191304,0.0,0.2780800491988333,0.28312001008480153,0.28832976240132624
33,0.25914773804191304,0.0,0.2659083373805107,0.2735288692630572,0.28000763312184646
34,0.2742564606768737,0.0,0.26418397892023293,0.2684356787140899,0.27254002808657923
35,0.2701969207520447,0.0,0.26786703982361004,0.2665375574102935,0.2694685399103984
36,0.26993892953872545,0.0,0.27146410365588086,0.2695405010546338,0.26871609993981366
37,0.2741624562636133,0.0,0.2714327688514609,0.2725434446989741,0.27161349965635573
38,0.2741624562636133,0.0,0.2727546140219843,0.27357805977514077,0.2745108993728978
39,0.2794295360577074,0.0,0.2759181495283117,0.2754245828362734,0.27123731302625514
40,0.2794295360577074,0.0,0.2776738427930094,0.2717050681786034,0.2691264814229769
41,0.25134135625037524,0.0,0.270066809455263,0.2679567968316999,0.26643400319235766
42,0.2554210995290964,0.0,0.26206399727905944,0.2633426219638551,0.26459427923665046
43,0.2510915819243899,0.0,0.2526180125679538,0.25971359246704645,0.2619169425602908
44,0.26128438857366343,0.0,0.25593235667571673,0.2549119051613243,0.2618008601328748
45,0.2554210995290964,0.0,0.25593235667571673,0.2603670257244083,0.26168477770545884
46,0.2786169590657953,0.0,0.26510748238951837,0.2650061976317481,0.2629401176980442
47,0.2786169590657953,0.0,0.2708850058868955,0.26681362848656465,0.26366368364256587
48,0.2601287361984735,0.0,0.2724542181100211,0.26665396299998145,0.2628767450248934
49,0.2604860611407475,0.0,0.26641058546833857,0.2646863454142988,0.2632194738893782
50,0.24558301160068258,0.0,0.2553992696466345,0.26169965172615123,0.2638292007014092
51,0.2636834906250567,0.0,0.25658418778882935,0.2579140973556548,0.26182308920801567
52,0.2596891872133136,0.0,0.25631856314635115,0.2588031858383683,0.27690710072842656
53,0.2645741786120406,0.0,0.26264895215013695,0.28354698155195307,0.2814244648555828
54,0.38420503970867237,1.0,0.302822801844675,0.29278043624952976,0.2883288106560083
55,0.2917502850885669,0.0,0.3135098344697595,0.3018070344732635,0.30490884935846224
56,0.3088164817437257,0.0,0.328257268846988,0.322197853534173,0.3196442888678825
57,0.3616432825178615,0.0,0.3207366831167177,0.34264933124996483,0.3290557421469697
58,0.36683156719099963,0.0,0.345763777150862,0.3309221953416152,0.33733102595601977
59,0.32556936016692223,0.0,0.3513480699585945,0.33707237137898005,0.3259744635111961
60,0.32250116527538963,0.0,0.33830069754443787,0.336250895549216,0.3239432215886409
61,0.3047091025949073,0.0,0.31759320934574004,0.31942855737177994,0.32206413469623435
62,0.2775315916306811,0.0,0.30158061983365886,0.3051948186329561,0.31984010997501044
63,0.2956628734968801,0.0,0.2926345225741554,0.30929596849343,0.3076767428414792
64,0.34607510946929154,1.0,0.30642319153228453,0.30113333488960803,0.3019975031231493
65,0.2816879972562795,0.0,0.3078086600741514,0.29735445079834977,0.2981104830666454
66,0.2858146821386144,0.0,0.3045259296213961,0.3009065374481864,0.296259349603124
67,0.2952920248798627,0.0,0.28759823475825286,0.30012419641886157,0.2957235554184042
68,0.29175116835025783,0.0,0.29095262512291126,0.28566538099253125,0.2994869527921996
69,0.27378103233764267,0.0,0.286941408522587,0.2937291125639646,0.2866301281408928
70,0.3220066551134484,1.0,0.29584628526711515,0.28778164351827085,0.2842647647985359
71,0.2560773369101449,0.0,0.28395500812041163,0.2817493293142547,0.28066588436804657
72,0.2651304538597823,0.0,0.28107148196112536,0.27552359946924126,0.2750963076690717
73,0.26062251912518763,0.0,0.2606101032983723,0.27202839059912093,0.2713037563375035
74,0.25630498798703943,0.0,0.2606859869906704,0.260667721382287,0.27073705906674356
75,0.26520330902927713,0.0,0.26071027204716896,0.2634150842887223,0.2661483175591733
76,0.2698141514423228,0.0,0.26377414948621336,0.26836608642885695,0.26892276215358485
77,0.2898854645604555,0.0,0.27496764167735205,0.27134127241802447,0.2688394218376483
78,0.27549844907102794,0.0,0.2783993550246014,0.27298968915026195,0.2701043210058757
79,0.26454707164822866,0.0,0.2766436617599031,0.2738443900049624,0.2706505707503664
80,0.26947681330278145,0.0,0.2698407780073448,0.2719073069561929,0.26791491107842597
81,0.2601287361984735,0.0,0.2647175403831608,0.26314095230924084,0.26714826292767413
82,0.24605369132569493,0.0,0.25855308027565016,0.26093078537244735,0.2665797255541956
83,0.26444761438705944,0.0,0.2568766806370763,0.2652025116320232,0.2643824025025973
84,0.2859057029461073,0.0,0.2654690028862869,0.26333058651343466,0.26622514364194416
85,0.2601171877098386,0.0,0.27015683501433446,0.2667940911984708,0.26991303101009884
86,0.27744625962365643,0.0,0.27448971675986655,0.27664175790930445,0.2755457531677976
87,0.2952920248798627,0.0,0.2776184907377856,0.2836637932923658,0.2827689226293581
88,0.2995577913023666,0.0,0.29076535860196157,0.28580582821446826,0.2914175748080799
89,0.2966158775566182,0.0,0.2971552312462826,0.298780026600123,0.2912316584532922
90,0.32498817963811233,1.0,0.3070539494990321,0.3002116323679104,0.29472981570368567
91,0.284604288462592,0.0,0.3020694485524409,0.2980740850844562,0.29601751619448535
92,0.284604288462592,0.0,0.2980655855210988,0.29545455943583365,0.29419364055575314
93,0.2864601630592525,0.0,0.2852229133281459,0.2926363630062575,0.29911873543416434
94,0.28252489540873926,0.0,0.28452978231019443,0.29444541816888403,0.30012510255390773
95,0.3340334554512442,1.0,0.30100617130641183,0.29825664995533,0.297663511422495
96,0.3036604473948207,0.0,0.3067395994182682,0.302887200606456,0.29686315251479456
97,0.30775704171822293,0.0,0.315150314854763,0.3013955232163433,0.2933793333120701
98,0.2790017761086906,0.0,0.296806421740578,0.29693405494329994,0.29763909518730564
99,0.2602175540435222,0.0,0.2823254572901443,0.2933830630902314,0.3016970965122902
100,0.3162784961859011,1.0,0.28516594211270413,0.294837154547993,0.29058545668640284
101,0.3109309046836284,0.0,0.2958089849710177,0.28453614153835505,0.2896253619544201
102,0.25625197667003136,0.0,0.29448712584652154,0.2881237431708058,0.28227506856425116
103,0.2969397842709451,0.0,0.28804088854153537,0.28734122995950956,0.27822874367442907
104,0.25630498798703943,0.0,0.26983224964267194,0.2742210310983161,0.27686587907963095
105,0.2506775018799348,0.0,0.2679740913793059,0.262170350537577,
106,0.2506775018799348,0.0,0.25255333058230295,,
107,,,,,
108,0.265471365262938,0.0,,,
109,0.2691313119696,0.0,,,
110,0.2757697405207115,0.0,,,
111,0.28863533683482956,0.0,,,
112,0.26450653797297013,0.0,,,
113,0.2660485835029219,0.0,,,
114,0.24188977751979124,0.0,,,
115,0.2838778627804863,0.0,,,
116,0.275881606299661,0.0,,,
117,0.22718539158284026,0.0,,,
118,0.259472498817425,0.0,,,
119,0.2789100469573823,0.0,,,
120,0.32497210065190835,1.0,,,
121,0.32497210065190835,0.0,,,
122,0.2593977259589022,0.0,,,
123,0.25931911479574843,0.0,,,
124,0.33158008172696385,1.0,,,
125,0.32510935357275206,0.0,,,
126,0.28546668594971225,0.0,,,
127,0.26072197638635686,0.0,,,
128,0.3252960877186888,1.0,,,
129,0.28748017941327547,0.0,,,
130,0.3055748155457736,0.0,,,
131,0.303644504482819,0.0,,,
132,0.303644504482819,0.0,,,
133,0.2814985439120012,0.0,,,
134,0.3401543224805821,0.0,,,
135,0.27629221425531486,0.0,,,
136,0.3312721736463874,0.0,,,
137,0.285617848863328,0.0,,,
138,0.2776327431906825,0.0,,,
139,0.25542526022678713,0.0,,,
140,0.2808591028297007,0.0,,,
141,0.2808591028297007,0.0,,,
142,0.26523901598425026,0.0,,,
143,0.25044282297125076,0.0,,,
144,0.28048637869960347,0.0,,,
145,0.26060623489133505,0.0,,,
146,0.2504252602267871,0.0,,,
147,0.2369114879879921,0.0,,,
148,0.26143319888753724,0.0,,,
149,0.25592650369430703,0.0,,,
150,0.24163164740528442,0.0,,,
151,0.24163164740528442,0.0,,,
152,0.2658132933325051,0.0,,,
153,0.2411760852840822,0.0,,,
154,0.2653719080017688,0.0,,,
155,0.31384480073825005,1.0,,,
156,0.31384480073825005,0.0,,,
157,0.2858912533202939,0.0,,,
158,0.2858912533202939,0.0,,,
159,0.3249399933610374,1.0,,,
160,0.28250665537230824,0.0,,,
161,0.32289264687890173,0.0,,,
162,0.28506530762310217,0.0,,,
163,0.31131477522765,0.0,,,
164,0.32498817963811233,0.0,,,
165,0.28757190856458376,0.0,,,
166,0.2902443547694462,0.0,,,
167,0.3229956754373308,1.0,,,
168,0.2613068665264481,0.0,,,
169,0.2613068665264481,0.0,,,
170,0.2858146821386144,0.0,,,
171,0.2772559008594476,0.0,,,
172,0.26039679243213437,0.0,,,
173,0.26444761438705944,0.0,,,
174,0.2687139255712394,0.0,,,
175,0.28508413586843534,0.0,,,
176,0.2321891438234044,0.0,,,
177,0.26078632062995977,0.0,,,
178,0.26062251912518763,0.0,,,
179,0.24140595807458542,0.0,,,
180,0.28399095541999225,0.0,,,
181,0.2787360725620407,0.0,,,
182,0.2806886536519003,0.0,,,
183,0.3084328894463644,1.0,,,
184,0.29666934974007597,0.0,,,
185,0.26951558920785956,0.0,,,
186,0.33378661308059004,1.0,,,
187,0.33378661308059004,0.0,,,
188,0.26408600451570174,0.0,,,
189,0.30470504884110944,0.0,,,
190,0.30423340908635044,0.0,,,
191,0.2646266185241557,0.0,,,
192,0.3244576588395622,0.0,,,
193,0.3219042567050189,0.0,,,
194,0.29482347335279985,0.0,,,
195,0.3317494610231047,0.0,,,
196,0.3317494610231047,0.0,,,
197,0.2952920248798627,0.0,,,
198,0.2864601630592525,0.0,,,
199,0.3076201085937396,1.0,,,
200,0.2873137958704062,0.0,,,
201,0.2880984311116509,0.0,,,
202,0.2955661638889189,0.0,,,
203,0.31363395643754255,1.0,,,
204,0.2829728127751945,0.0,,,
205,0.2829728127751945,0.0,,,
206,0.30469221805914715,1.0,,,
207,0.3078459599882517,0.0,,,
208,0.26444761438705944,0.0,,,
209,0.2692813451072392,0.0,,,
210,0.2787360725620407,0.0,,,
211,0.26072197638635686,0.0,,,
212,0.26523041599308905,0.0,,,
213,0.26520330902927713,0.0,,,
214,0.2700974634908755,0.0,,,
215,0.2744291654468364,0.0,,,
216,0.2744291654468364,0.0,,,
217,0.27368157507647345,0.0,,,
218,0.250985378358539,0.0,,,
219,0.2652111657662897,0.0,,,
220,0.2786294222115472,0.0,,,
221,0.26520330902927713,0.0,,,
222,0.2641089858839567,0.0,,,
223,0.28144117110595723,0.0,,,
224,0.2424074333833574,0.0,,,
225,0.22367820703431948,0.0,,,
226,0.22367820703431948,0.0,,,
227,0.25055448653735546,0.0,,,
228,0.24177015044036504,0.0,,,
229,0.29118509262646075,0.0,,,
230,0.2601287361984735,0.0,,,
231,0.2839713025534275,0.0,,,
232,0.32794842650041456,1.0,,,
233,0.29175116835025783,0.0,,,
234,0.3133506056513086,0.0,,,
235,0.3133506056513086,0.0,,,
236,0.2703975336538764,0.0,,,
237,0.3141510008388043,0.0,,,
238,0.29538873448782393,0.0,,,
239,0.2883632410232132,0.0,,,
240,0.3220066551134484,1.0,,,
241,0.3020325298712505,0.0,,,
242,0.2699577169869774,0.0,,,
243,0.22687112052791103,0.0,,,
244,0.23688977751979123,0.0,,,
245,0.26105437686362065,0.0,,,
246,0.24661892258609547,0.0,,,
247,0.27408765571582705,0.0,,,
248,0.23068398168822857,0.0,,,
249,0.23068398168822857,0.0,,,
250,0.2322743929044066,0.0,,,
251,0.2598290695860982,0.0,,,
252,0.2363530576293081,0.0,,,
253,0.2609016192639415,0.0,,,
254,0.26971469418115357,0.0,,,
255,0.2512520875417621,0.0,,,
256,0.25032914097749054,0.0,,,
257,0.2894359467718585,0.0,,,
258,0.3022964455429916,1.0,,,
259,0.3086887063443817,0.0,,,
260,0.2832085038211263,0.0,,,
261,0.26062251912518763,0.0,,,
262,0.2775427808508023,0.0,,,
263,0.2729166785041186,0.0,,,
264,0.2729166785041186,0.0,,,
265,0.24155196070269602,0.0,,,
266,0.30823421619520186,1.0,,,
267,0.29946072752249764,0.0,,,
268,0.3168497851551466,0.0,,,
269,0.33384499378231536,0.0,,,
270,0.31347556916385716,0.0,,,
271,0.28702674278963286,0.0,,,
272,0.28702674278963286,0.0,,,
273,0.2863691422517596,0.0,,,
274,0.3173576369514051,1.0,,,
275,0.31783314803557716,0.0,,,
276,0.3047279192482917,0.0,,,
277,0.2988166242732529,0.0,,,
278,0.27049699091504564,0.0,,,
279,0.26523041599308905,0.0,,,
280,0.27440406157526587,0.0,,,
281,0.2703975336538764,0.0,,,
282,0.2703975336538764,0.0,,,
283,0.27049699091504564,0.0,,,
284,0.26033095719230126,0.0,,,
285,0.2748779384172385,0.0,,,
286,0.27088026509690505,0.0,,,
287,0.2752825320845025,0.0,,,
288,0.25914773804191304,0.0,,,
289,0.26062251912518763,0.0,,,
290,0.2660235047053401,0.0,,,
291,0.2598280258456968,0.0,,,
292,0.2598280258456968,0.0,,,
293,0.2687348004025052,0.0,,,
294,0.26971469418115357,0.0,,,
295,0.3044277230232055,1.0,,,
296,0.26971469418115357,0.0,,,
297,0.23491719972794817,0.0,,,
298,0.3223145631940248,1.0,,,
299,0.2969397842709451,0.0,,,
300,0.2963417385475621,0.0,,,
301,0.3113156230360964,1.0,,,
302,0.3113156230360964,0.0,,,
303,0.2863691422517596,0.0,,,
304,0.2817262625702813,0.0,,,
305,0.2955661638889189,0.0,,,
306,0.2864601630592525,0.0,,,
307,0.2842765367851,0.0,,,
308,0.2858146821386144,0.0,,,
309,0.2659947259920228,0.0,,,
310,0.2659947259920228,0.0,,,
311,0.35825040806392117,1.0,,,
312,0.31083844855911735,0.0,,,
313,0.3223984517919603,0.0,,,
314,0.3027736200199706,0.0,,,
315,0.3257065992993496,0.0,,,
316,0.3168497851551466,0.0,,,
317,0.32601439448018765,0.0,,,
318,0.27835452837662433,0.0,,,
319,0.27835452837662433,0.0,,,
320,0.2960603589758603,0.0,,,
321,0.30981278943105256,1.0,,,
322,0.2374592727082666,0.0,,,
323,0.26899212312811815,0.0,,,
324,0.2360945719117022,0.0,,,
325,0.23688977751979123,0.0,,,
326,0.265122347921241,0.0,,,
327,0.265122347921241,0.0,,,
328,0.2804109375626077,0.0,,,
329,0.24695115686302682,0.0,,,
330,0.2651878695171553,0.0,,,
331,0.2647395786115191,0.0,,,
332,0.25134135625037524,0.0,,,
333,0.2511065917709723,0.0,,,
334,0.24183232266513066,0.0,,,
335,0.2787360725620407,0.0,,,
336,0.26947681330278145,0.0,,,
337,0.27481869364466177,0.0,,,
338,0.2651038517681079,0.0,,,
339,0.2651038517681079,0.0,,,
340,0.26974486953644233,0.0,,,
341,0.26539716304300537,0.0,,,
342,0.27960157115118833,0.0,,,
343,0.26444761438705944,0.0,,,
344,0.3219042567050189,1.0,,,
345,0.3062117896569246,0.0,,,
346,0.26555840885435206,0.0,,,
347,0.28692466083251755,0.0,,,
348,0.2786294222115472,0.0,,,
349,0.3047091025949073,1.0,,,
350,0.3188998346467302,0.0,,,
351,0.31655647540764575,0.0,,,
352,0.31655647540764575,0.0,,,
353,0.3100002628357788,0.0,,,
354,0.31353689265767365,0.0,,,
355,0.2778780228536608,0.0,,,
356,0.26034319778990556,0.0,,,
357,0.29244246451054023,0.0,,,
358,0.2687254139448951,0.0,,,
359,0.25968561335841933,0.0,,,
360,0.2510027640793412,0.0,,,
361,0.2608755893385729,0.0,,,
362,0.30619387945904875,1.0,,,
363,0.27049699091504564,0.0,,,
364,0.274712132293409,0.0,,,
365,0.274712132293409,0.0,,,
366,0.2791918446661955,0.0,,,
367,0.2599411875810025,0.0,,,
368,0.2655112359292906,0.0,,,
369,0.2511065917709723,0.0,,,
370,0.2511065917709723,0.0,,,
371,0.2794295360577074,0.0,,,
372,0.26497399654960685,0.0,,,
373,0.26497399654960685,0.0,,,
374,0.2692813451072392,0.0,,,
375,0.2742564606768737,0.0,,,
376,0.29380874464897744,0.0,,,
377,0.26454707164822866,0.0,,,
378,0.2883632410232132,0.0,,,
379,0.2651038517681079,0.0,,,
380,0.2958832446497652,0.0,,,
381,0.2958832446497652,0.0,,,
382,0.2651038517681079,0.0,,,
383,0.29751584993197894,0.0,,,
384,0.26993892953872545,0.0,,,
385,0.3186997768065701,1.0,,,
386,0.3074463641494191,0.0,,,
387,0.2910952021284855,0.0,,,
388,0.28692466083251755,0.0,,,
389,0.28788868147080643,0.0,,,
390,0.3009241829169894,1.0,,,
391,0.26078632062995977,0.0,,,
392,0.26862510772619075,0.0,,,
393,0.28386474120217475,0.0,,,
394,0.2741624562636133,0.0,,,
395,0.26072197638635686,0.0,,,
396,0.26072197638635686,0.0,,,
397,0.2707803029635983,0.0,,,
398,0.2602175540435222,0.0,,,
399,0.2742564606768737,0.0,,,
400,0.2703975336538764,0.0,,,
401,0.24188977751979124,0.0,,,
402,0.2660263921299204,0.0,,,
403,0.26072197638635686,0.0,,,
404,0.24681781427215266,0.0,,,
405,0.2551983962160672,0.0,,,
406,0.271763212599322,0.0,,,
407,0.2680712502690472,0.0,,,
408,0.2703975336538764,0.0,,,
409,0.23285446752391983,0.0,,,
410,0.25945466631198016,0.0,,,
411,0.27440406157526587,0.0,,,
412,0.23686660353161604,0.0,,,
413,0.2688761271677633,0.0,,,
414,0.2958832446497652,0.0,,,
415,0.2958832446497652,0.0,,,
416,0.32289264687890173,1.0,,,
417,0.3219042567050189,0.0,,,
418,0.31725014936023405,0.0,,,
419,0.3082050542723022,0.0,,,
420,0.3082050542723022,0.0,,,
421,0.31209157675851096,0.0,,,
422,0.2955661638889189,0.0,,,
423,0.29381175902524753,0.0,,,
424,0.2814521235612252,0.0,,,
425,0.2770605383391798,0.0,,,
426,0.29578621996680415,0.0,,,
427,0.2814521235612252,0.0,,,
428,0.2952920248798627,0.0,,,
429,0.2952920248798627,0.0,,,
430,0.27863590794832616,0.0,,,
431,0.27863590794832616,0.0,,,
432,0.259472498817425,0.0,,,
433,0.259472498817425,0.0,,,
434,0.25101423859988653,0.0,,,
435,0.2703975336538764,0.0,,,
436,0.2701969207520447,0.0,,,
437,0.2700974634908755,0.0,,,
438,0.2703975336538764,0.0,,,
439,0.2698881342210505,0.0,,,
440,0.2713083547360554,0.0,,,
441,0.24073107904281693,0.0,,,
442,0.26559824447855296,0.0,,,
443,0.24308279427670723,0.0,,,
444,0.24663164740528443,0.0,,,
445,0.23201626278989979,0.0,,,
446,0.2700974634908755,0.0,,,
447,0.2700974634908755,0.0,,,
448,0.27827591721347056,0.0,,,
449,0.25126622168427637,0.0,,,
450,0.28304201278313557,0.0,,,
451,0.2652312839622837,0.0,,,
452,0.2511475747594998,0.0,,,
453,0.28386474120217475,0.0,,,
454,0.28386474120217475,0.0,,,
455,0.2931307779079564,0.0,,,
456,0.31353689265767365,1.0,,,
457,0.29871094347972704,0.0,,,
458,0.2863691422517596,0.0,,,
459,0.2863691422517596,0.0,,,
460,0.31899998411638986,1.0,,,
461,0.2859057029461073,0.0,,,
462,0.3041734591351465,0.0,,,
463,0.26130535859791043,0.0,,,
464,0.2990530761053861,0.0,,,
465,0.2990530761053861,0.0,,,
